iso3c,year,world_mkt_share,country_exports,sitc_eci,eci_rank
AUS,1994,0.0122784487998472,62687389634.7861,0.150283649563789,94
AUS,1995,0.0118642233803049,71516281725.321,0.112830519676209,98
AUS,1996,0.0126967571767755,81946432904.0914,0.022328132763505,100
AUS,1997,0.0125489019934359,84129206172.7667,-0.0244171917438507,106
AUS,1998,0.0109106229327582,72709811204.6481,0.0454332605004311,102
AUS,1999,0.0107012300188851,74383290846.5231,-0.0591727569699287,113
AUS,2000,0.0108361564842778,85130246611.9866,0.0010377949802205,117
AUS,2001,0.0106744073074406,81292105015.4547,-0.130420029163361,127
AUS,2002,0.010447722133379,84191046767.9719,-0.0601561963558197,127
AUS,2003,0.0101010247037304,93979620293.5096,-0.02636693790555,116
AUS,2004,0.0101800686225783,115171289035.043,-0.197124868631363,132
AUS,2005,0.0106304400553069,136849271234.741,-0.133987128734589,122
AUS,2006,0.0106075310778749,157710286524.709,-0.18390192091465,133
AUS,2007,0.0106486829160915,183529978024.747,-0.100663125514984,122
AUS,2008,0.0116033799278697,230564419012.227,-0.400150984525681,153
AUS,2009,0.0122759631861807,193096538461.4,-0.357755780220032,148
AUS,2010,0.0135228499553259,253358841941.225,-0.482949048280716,153
AUS,2011,0.0140402412931413,313322329493.596,-0.424047380685806,153
AUS,2012,0.0135659277162986,306309162545.718,-0.541112005710602,168
AUS,2013,0.0131383526802901,306939007011.275,-0.62841808795929,170
AUS,2014,0.0126320390159302,297713739569.659,-0.592730402946472,172
AUS,2015,0.0117580603486662,244083103138.651,-0.448194533586502,149
AUS,2016,0.0120702194273315,245563643689.249,-0.553741276264191,160
AUS,2017,0.0131174611602749,292179878746.614,-0.578673124313355,168
AUS,2018,0.0130326490143087,316171393085.401,-0.530980110168457,159
AUT,1994,0.00887239507464839,45297846340.7497,2.02337527275085,6
AUT,1995,0.00869229648818046,52396242430.8937,2.06721305847168,7
AUT,1996,0.00859225426416577,55455466128.0976,2.01170134544373,6
AUT,1997,0.00808757877750047,54220009269.8735,1.89165413379669,8
AUT,1998,0.00843660028626854,56222602302.744,1.89145731925964,9
AUT,1999,0.00821010273555748,57067688348.0754,1.85078167915344,10
AUT,2000,0.00783614053367108,61561733358.6397,1.82752871513367,9
AUT,2001,0.00844110110474515,64284119735.1261,1.86911928653717,10
AUT,2002,0.00883506565099797,71195751181.4781,1.86651945114136,10
AUT,2003,0.00938467734562381,87314746710.1147,1.92208850383759,8
AUT,2004,0.00941173351574683,106478799038.621,1.97136831283569,7
AUT,2005,0.0123140180752935,158522543827.721,1.87457430362701,8
AUT,2006,0.0118904937830304,176785075403.02,1.79204177856445,10
AUT,2007,0.0121601393034186,209579918635.931,1.78686618804932,8
AUT,2008,0.0116464980965986,231421196570.461,1.71038413047791,7
AUT,2009,0.0117198877961835,184349670186.909,1.73911094665527,9
AUT,2010,0.0105210349002104,197118005978.517,1.8150691986084,6
AUT,2011,0.0102452392983892,228632982594.022,1.76637196540833,11
AUT,2012,0.00960005585796515,216762548919.709,1.71521186828613,10
AUT,2013,0.00987380934780824,230672543992.63,1.84888935089111,11
AUT,2014,0.0100749339980393,237447515218.341,1.78418409824371,7
AUT,2015,0.00982804785365206,204018379458.877,1.83360707759857,10
AUT,2016,0.010124012438755,205968863961.703,1.73299133777618,14
AUT,2017,0.0101666014069347,226452080173.804,1.74602425098419,10
AUT,2018,0.0102956811115278,249772692890.053,1.80618035793304,11
BEL,1994,0.0228852180719661,116840050851.72,1.48146784305573,16
BEL,1995,0.0278543460038038,167903047020.294,1.56359541416168,13
BEL,1996,0.0260643369264279,168222437224.998,1.5634104013443,13
BEL,1997,0.0257066082678956,172339902575.029,1.48156595230103,18
BEL,1998,0.0251641491956542,167697165268.919,1.4376962184906,17
BEL,1999,0.0242432849224758,168512900879.735,1.42643547058105,19
BEL,2000,0.0220993537937707,173615381169.408,1.38649415969849,25
BEL,2001,0.0229559667504059,174823651192.746,1.41217684745789,25
BEL,2002,0.0280611303825199,226125456844.708,1.40728902816772,23
BEL,2003,0.0292538211028384,272176643461.103,1.38903200626373,22
BEL,2004,0.0296868919308197,335859976772.001,1.2308109998703,34
BEL,2005,0.027946915047604,359770144756.572,1.26926732063293,33
BEL,2006,0.0272295153192946,404842053387.15,1.23420870304108,39
BEL,2007,0.0274192453761243,472570508577.251,1.13512146472931,36
BEL,2008,0.0268649701772723,533819135390.563,1.17450737953186,31
BEL,2009,0.0271213041361659,426608476078.515,1.22034227848053,32
BEL,2010,0.024531783157945,459617920200.493,1.18005573749542,33
BEL,2011,0.0241801966046106,539605792349.932,1.12371444702148,39
BEL,2012,0.0224855663993003,507708367402.023,1.06166207790375,37
BEL,2013,0.0232652676732257,543524620722.37,1.20395016670227,33
BEL,2014,0.0235838299298225,555827146585.588,1.18421185016632,31
BEL,2015,0.0227337349790268,471924825614.798,1.17281293869019,33
BEL,2016,0.0228259994648916,464385559284.471,1.2217561006546,31
BEL,2017,0.0226507470272057,504525413802.748,1.19455242156982,29
BEL,2018,0.0229772012549356,557425717672.637,1.17679536342621,37
BGR,1994,0.000820204340802777,4187537850.27686,0.390168428421021,67
BGR,1995,0.000888914784099898,5358284153.26563,0.348940253257751,78
BGR,1996,0.000974769067121862,6291279485.28442,0.511260151863098,63
BGR,1997,0.00096280352972734,6454739761.18933,0.522282719612122,63
BGR,1998,0.00094793107238358,6317136036.39362,0.522273361682892,66
BGR,1999,0.000850215978506127,5909775072.58283,0.41953107714653,79
BGR,2000,0.000917173127818007,7205430695.86707,0.439792186021805,80
BGR,2001,0.000980521515258606,7467267801.62817,0.45957824587822,74
BGR,2002,0.00101356466481687,8167624388.22278,0.47140571475029,77
BGR,2003,0.00113819016832802,10589685995.1021,0.410004287958145,78
BGR,2004,0.00124009976831204,14029756983.3457,0.384426802396774,85
BGR,2005,0.00128634564329975,16559565072.1605,0.397590637207031,78
BGR,2006,0.00137339396910654,20419299721.014,0.49124675989151,77
BGR,2007,0.00142506246841517,24560942003.1566,0.46129447221756,87
BGR,2008,0.0014844578106453,29496849606.5123,0.470445603132248,88
BGR,2009,0.00146881885094744,23103998557.4479,0.485758900642395,86
BGR,2010,0.00144946840093803,27156674569.729,0.481055051088333,88
BGR,2011,0.00156422103082218,34907190481.0852,0.63307911157608,74
BGR,2012,0.00151723868546147,34258188665.3655,0.60003936290741,76
BGR,2013,0.00160422985164277,37478116904.2422,0.621686398983002,72
BGR,2014,0.0016444538618266,38756728675.1381,0.616115093231201,73
BGR,2015,0.00161804918867496,33588742980.6874,0.496997028589249,80
BGR,2016,0.00174500884665682,35501486384.3082,0.558789312839508,75
BGR,2017,0.00180655744788905,40239473906.0886,0.591166079044342,75
BGR,2018,0.00179586993869923,43567712112.5054,0.554516077041626,79
BRA,1994,0.00961763941547072,49102677319.6295,0.634625673294067,52
BRA,1995,0.00870070023231097,52446899310.2798,0.838558375835419,42
BRA,1996,0.00815319360927169,52621714643.6701,0.812514305114746,42
BRA,1997,0.00866005792724179,58057971861.6118,0.796189725399017,45
BRA,1998,0.0086254468618482,57481100460.1513,0.822350144386292,45
BRA,1999,0.00762892499166561,53027973933.831,0.626056969165802,59
BRA,2000,0.0081132843206702,63739010787.9982,0.794293224811554,53
BRA,2001,0.00875284249341224,66658220045.8313,0.65790331363678,57
BRA,2002,0.00829180402545139,66817977314.6262,0.629799246788025,60
BRA,2003,0.00877767122197737,81667180578.0311,0.624938309192658,65
BRA,2004,0.00952417354148542,107750879137.838,0.510158658027649,69
BRA,2005,0.0103380434217982,133085149900.255,0.641558110713959,62
BRA,2006,0.0104867523569348,155914576802.463,0.618687629699707,69
BRA,2007,0.0106321172566525,183244468996.377,0.513301074504852,81
BRA,2008,0.0114083781483398,226689645258.101,0.381249159574509,92
BRA,2009,0.0114427361423791,179990173162.778,0.279905706644058,98
BRA,2010,0.0123347492497349,231099050560.524,0.436114341020584,90
BRA,2011,0.0129865276598487,289807633178.25,0.322784274816513,92
BRA,2012,0.0123989692656673,279960056667.093,0.341446936130524,92
BRA,2013,0.0117968049399164,275597685819.14,0.278604716062546,93
BRA,2014,0.0111273839105687,262251808394.902,0.231838300824165,97
BRA,2015,0.0107511738200952,223181357347.732,0.201977178454399,101
BRA,2016,0.0106224233438944,216108828579.36,0.250507473945618,94
BRA,2017,0.0111609862378802,248601125311.669,0.147922784090042,107
BRA,2018,0.0111002806235356,269292235563.845,0.213732942938805,101
CAN,1994,0.0366300409175175,187013985623.588,0.927070736885071,40
CAN,1995,0.0355608441913965,214357001723.681,0.976159870624542,35
CAN,1996,0.0356337854863971,229984835562.667,0.960026681423187,34
CAN,1997,0.0366631279572527,245793604290.451,0.941073477268219,39
CAN,1998,0.0369674414755038,246355841180.486,0.904085218906403,39
CAN,1999,0.039185241987467,272373105381.469,0.960567235946655,38
CAN,2000,0.0396276851125745,311320218676.268,1.05473804473877,43
CAN,2001,0.0385147185148328,293313010453.147,0.880375981330872,46
CAN,2002,0.0358394074605536,288805271725.962,0.961236119270325,41
CAN,2003,0.0337402295595196,313918048477.643,0.919785916805267,46
CAN,2004,0.0325335192150127,368065038041.991,0.813313484191895,48
CAN,2005,0.0324135094612136,417270134147.744,0.861408948898315,49
CAN,2006,0.0304057211905516,452065138037.093,0.808517813682556,56
CAN,2007,0.0282857576393511,487504841572.355,0.671500504016876,71
CAN,2008,0.0265979103830409,528512536220.213,0.601654350757599,75
CAN,2009,0.0241551274180304,379951570379.943,0.66490775346756,70
CAN,2010,0.0244889757746008,458815897763.917,0.63187301158905,70
CAN,2011,0.0236590612746639,527976125013.655,0.56873482465744,79
CAN,2012,0.0237399416043214,536031282473.028,0.626741409301758,72
CAN,2013,0.0230750602491392,539080983129.747,0.596318125724793,74
CAN,2014,0.0236361916489652,557061215226.178,0.615807056427002,74
CAN,2015,0.0231811895454426,481213440900.456,0.583417057991028,72
CAN,2016,0.0227443994275635,462725440128.22,0.540199458599091,77
CAN,2017,0.0223848848589887,498603568475.834,0.659423649311066,69
CAN,2018,0.0219827230766213,533299728344.952,0.646242320537567,75
CHE,1994,0.0179899445508182,91847323872.0004,2.34389734268189,3
CHE,1995,0.0178268797032468,107458542398.756,2.27591443061829,5
CHE,1996,0.0164348028641751,106072239663.256,2.3513662815094,2
CHE,1997,0.015364584669542,103005849603.333,2.34081339836121,3
CHE,1998,0.016282670547681,108509835664.357,2.2660961151123,3
CHE,1999,0.0161630532288642,112347934505.541,2.22238993644714,3
CHE,2000,0.0165076729725532,129686413552.853,2.27656722068787,3
CHE,2001,0.0168522772814165,128340342939.279,2.19241976737976,3
CHE,2002,0.0168938042873859,136135613934.85,2.2234582901001,4
CHE,2003,0.0168695241883371,156953529394.558,2.21402406692505,4
CHE,2004,0.0162933387406988,184333219649.321,2.22665119171143,4
CHE,2005,0.0154639974109517,199073299417.008,2.12971544265747,4
CHE,2006,0.0147929736097536,219938465361.92,2.03535389900208,4
CHE,2007,0.0151407100415581,260950035145.394,1.97758615016937,3
CHE,2008,0.0154913212805662,307819576105.291,1.9814612865448,3
CHE,2009,0.0174652839946206,274722710671.128,2.00801753997803,4
CHE,2010,0.0163879237626108,307037747222.872,2.13842606544495,3
CHE,2011,0.0167387593676756,373542517426.315,2.1017894744873,4
CHE,2012,0.0182235054071545,411474010229.79,2.02154469490051,3
CHE,2013,0.020157028839015,470909753048.91,2.08379125595093,6
CHE,2014,0.0182460383261366,430025294851.849,2.03098583221436,3
CHE,2015,0.0193331845641659,401333514375.879,2.20295405387878,5
CHE,2016,0.0204835339797875,416729063625.748,2.27582406997681,3
CHE,2017,0.0186725039394324,415913557529.046,2.20829892158508,3
CHE,2018,0.0177810367468136,431367034635.129,2.16638946533203,3
CHN,1994,0.0364439647400783,186063977196.055,0.238976657390595,80
CHN,1995,0.0371068826677897,223676357883.097,0.320982098579407,82
CHN,1996,0.0373415424399314,241006909046.539,0.385888129472733,72
CHN,1997,0.0431232919057993,289103247239.407,0.39255353808403,74
CHN,1998,0.0447276630257809,298070967558.174,0.341008186340332,82
CHN,1999,0.0472759289745234,328610745563.424,0.388700067996979,80
CHN,2000,0.0498878804853063,391925640315.861,0.438661754131317,81
CHN,2001,0.0540903375506893,411930824246.048,0.537192821502686,68
CHN,2002,0.0616294307798308,496629430111.97,0.61714518070221,61
CHN,2003,0.0604724566019993,562633859074.992,0.648855805397034,61
CHN,2004,0.0656425023516925,742640535306.68,0.702892124652863,55
CHN,2005,0.0706988210211067,910129974258.579,0.757179498672485,54
CHN,2006,0.0751704751930013,1117617011333.96,0.843818545341492,55
CHN,2007,0.0806847625843758,1390601337341.5,0.909377634525299,51
CHN,2008,0.0808557833210467,1606641066748.07,0.995425224304199,43
CHN,2009,0.0863836415356654,1358783983565.94,0.96146285533905,51
CHN,2010,0.0920989782877853,1725530532398.86,1.04955446720123,44
CHN,2011,0.0950676434864154,2121531595840.98,1.17892014980316,36
CHN,2012,0.09983379522854,2254177292532.29,1.21893072128296,28
CHN,2013,0.102807643250264,2401798513122.93,1.25509226322174,31
CHN,2014,0.107781758984598,2540216229876.61,1.31390929222107,28
CHN,2015,0.119029902758388,2470916730313.86,1.2640175819397,28
CHN,2016,0.113152570471904,2302042449615.03,1.25215494632721,28
CHN,2017,0.110901625718387,2470235906116.56,1.30139398574829,26
CHN,2018,0.111450429568768,2703781674626.25,1.3408899307251,30
CYP,1994,0.000725306384189616,3703038115.927,0.289026021957397,74
CYP,1995,0.000796046302979498,4798482786.896,0.384930372238159,75
CYP,1996,0.000744481788807994,4804977058.74579,0.0957458019256592,94
CYP,1997,0.000659554497772227,4421725211.83765,0.420790016651154,72
CYP,1998,0.000693289129384875,4620168987.46088,0.391727358102798,74
CYP,1999,0.00071591705697663,4976275304.53058,0.481131225824356,71
CYP,2000,0.000658252807416645,5171319176.6579,0.260312020778656,94
CYP,2001,0.000711190938033419,5416151619.05554,0.300890862941742,88
CYP,2002,0.000663365752374726,5345610877.61133,0.332600206136704,83
CYP,2003,0.000681201991896459,6337882187.13782,0.140728816390038,98
CYP,2004,0.000656926074488319,7432073948.08194,0.426570147275925,81
CYP,2005,0.000638696370084535,8222155652.22147,0.439262300729752,74
CYP,2006,0.000732402262725673,10889185226.7805,0.730435848236084,62
CYP,2007,0.000684637851776185,11799728744.0607,0.746583104133606,63
CYP,2008,0.000716117416530251,14229577684.5383,0.944384932518005,46
CYP,2009,0.000761242759364621,11974078085.1792,0.91593062877655,55
CYP,2010,0.000667641116159362,12508663527.3849,0.745238125324249,65
CYP,2011,0.000665860961475922,14859367671.2948,0.779183030128479,61
CYP,2012,0.000631156716519781,14251077354.6292,0.619562268257141,73
CYP,2013,0.000654409392927513,15288352667.329,0.34943625330925,91
CYP,2014,0.000627719675590773,14794188949.6943,0.473702430725098,85
CYP,2015,0.000659334726118943,13686990982.0151,0.110490292310715,108
CYP,2016,0.000671713840457505,13665741469.9304,0.34498542547226,87
CYP,2017,0.000690514883192236,15380610041.7385,0.374516636133194,87
CYP,2018,0.00070675759773038,17145902878.4379,0.18272639811039,103
DEU,1994,0.0953101141815309,486603997070.7,2.40240931510925,2
DEU,1995,0.0988420777352738,595809573963.894,2.42169880867004,2
DEU,1996,0.0927154496776955,598396919024.6,2.35017061233521,3
DEU,1997,0.0878662872818725,589065163010.985,2.34568786621094,2
DEU,1998,0.0938745924078826,625592501267.469,2.39921522140503,2
DEU,1999,0.0894097611745175,621479237267.639,2.36685228347778,2
DEU,2000,0.0802818574549618,630704653769.565,2.38064479827881,2
DEU,2001,0.0859113169854254,654266939722.931,2.34317946434021,2
DEU,2002,0.0886916277015867,714705165434.645,2.36886024475098,3
DEU,2003,0.0933334795082082,868371796142.042,2.4287850856781,2
DEU,2004,0.0939834367627079,1063273142962.68,2.42586064338684,2
DEU,2005,0.0886060914639044,1140656358599.26,2.2885684967041,2
DEU,2006,0.087842348175644,1306019449585.19,2.14095139503479,2
DEU,2007,0.0895307074837261,1543061137842.52,2.04869198799133,2
DEU,2008,0.0860693054567049,1710236114888.16,2.02385663986206,2
DEU,2009,0.0860735475178489,1353906314862.49,2.03195095062256,3
DEU,2010,0.0800926109963982,1500583918118.87,2.0949022769928,4
DEU,2011,0.077868564514449,1737716576132.36,2.04912543296814,5
DEU,2012,0.0737845150803346,1666002760426.45,1.97393393516541,4
DEU,2013,0.0739487976351124,1727596378947.1,2.10465884208679,5
DEU,2014,0.0764158172213398,1800979135557.34,2.10737586021423,2
DEU,2015,0.0775016444663222,1608840346004.37,2.25402617454529,3
DEU,2016,0.0800814066233173,1629223239939.87,2.25777268409729,4
DEU,2017,0.0792546849419526,1765328210505.29,2.16067838668823,4
DEU,2018,0.0785511424316216,1905646665063.12,2.08650422096252,5
DNK,1994,0.0107593029332403,54931418957.672,1.58122253417969,14
DNK,1995,0.0106108617662135,63961150687.7628,1.48649978637695,15
DNK,1996,0.0101289594422178,65373550408.4646,1.42803239822388,16
DNK,1997,0.00869649657131455,58302260501.483,1.50249397754669,16
DNK,1998,0.00939240623948066,62592217569.8682,1.3393816947937,20
DNK,1999,0.00991411121121488,68912098553.8257,1.41509735584259,21
DNK,2000,0.00926512242103796,72787999853.7855,1.33217644691467,28
DNK,2001,0.00997099743487804,75935210943.275,1.34960544109344,27
DNK,2002,0.0101973617246308,82173563472.314,1.33777272701263,28
DNK,2003,0.0103365621516155,96171053397.2202,1.34955978393555,27
DNK,2004,0.00980810859392657,110963152768.229,1.31228768825531,29
DNK,2005,0.00984477192599337,126735098127.181,1.31120717525482,27
DNK,2006,0.00972155766886579,144537841479.551,1.25325465202332,37
DNK,2007,0.00955733862734969,164720666590.791,1.23628914356232,29
DNK,2008,0.00954991658219223,189761171492.782,1.27334249019623,28
DNK,2009,0.00944756156017083,148606786001.413,1.33399057388306,28
DNK,2010,0.00841577867266572,157674746490.883,1.18122780323029,32
DNK,2011,0.00807603649426045,180225005726.44,1.18370544910431,34
DNK,2012,0.00767009074248312,173185286042.545,1.15963506698608,32
DNK,2013,0.00777682023614071,181682554812.763,1.18791031837463,34
DNK,2014,0.00780710385374596,183998963316.711,1.15187907218933,35
DNK,2015,0.00766010142633419,159014435294.045,1.10440909862518,36
DNK,2016,0.00776685799118839,158013527410.648,1.06853199005127,43
DNK,2017,0.0076201592871466,169732327722.914,1.16035342216492,36
DNK,2018,0.00746969846677177,181214499644.253,1.09396135807037,43
ESP,1994,0.020907103804529,106740825628.213,1.25403666496277,22
ESP,1995,0.0215715846297172,130031227008.203,1.21154570579529,26
ESP,1996,0.0225615333081876,145614911722.078,1.16231274604797,28
ESP,1997,0.0222908263603353,149440128515.7,1.06252837181091,34
ESP,1998,0.0236844140700497,157836017809.358,1.04549539089203,32
ESP,1999,0.0235898097725354,163970653675.142,1.08844375610352,31
ESP,2000,0.0211527646901426,166178854763.667,1.15833449363709,38
ESP,2001,0.0225889158590763,172028335373.835,1.12698900699615,35
ESP,2002,0.0230947018415034,186104406109.577,1.05202293395996,37
ESP,2003,0.0246499003471267,229341907662.13,1.03010559082031,42
ESP,2004,0.023571452049158,266673498733.418,1.03656840324402,42
ESP,2005,0.022140556535482,285022916346.695,1.05434358119965,42
ESP,2006,0.0213116811262983,316857081263.916,0.992773115634918,44
ESP,2007,0.0216673267828705,373436230531.956,1.00002562999725,44
ESP,2008,0.0207177330306719,411670746727.354,0.964207291603088,44
ESP,2009,0.0213473805796108,335786710388.746,1.01800572872162,46
ESP,2010,0.0191741299128723,359239018846.221,0.995295763015747,47
ESP,2011,0.0192295605987544,429127291771.207,0.962456405162811,52
ESP,2012,0.0180731382190647,408078824259.368,0.926644802093506,49
ESP,2013,0.0187174411809472,437278017242.648,0.954574763774872,47
ESP,2014,0.0191559446679295,451470100344.588,0.956474721431732,47
ESP,2015,0.0190192363875139,394816330171.203,0.86856347322464,54
ESP,2016,0.0201645273881983,410239005887.927,0.809605419635773,60
ESP,2017,0.0202455388972735,450951523918.31,0.800465822219849,61
ESP,2018,0.0197268471858825,478572295555.229,0.828873753547669,58
FIN,1994,0.00693711043226478,35417286963.1816,1.89812707901001,8
FIN,1995,0.00781622196466485,47115358008.2246,2.11192321777344,6
FIN,1996,0.00736400530291923,47528196220.4383,2.01281833648682,5
FIN,1997,0.00707892530957926,47457886527.6602,1.9774911403656,7
FIN,1998,0.00734299362022048,48934665150.9835,1.96304225921631,7
FIN,1999,0.0069086639796095,48021504186.8363,1.96525573730469,7
FIN,2000,0.00674684450936468,53004082929.984,1.97249841690063,7
FIN,2001,0.00696311262301377,53028338368.718,1.95851349830627,9
FIN,2002,0.00633009037874807,51009868784.6999,1.95717644691467,7
FIN,2003,0.00641891792057374,59721413080.788,2.04393815994263,6
FIN,2004,0.00622902471460564,70471509810.9602,1.95453464984894,8
FIN,2005,0.00612297346299968,78823120382.7596,1.96319806575775,7
FIN,2006,0.00603890456534361,89785018050.2615,1.85996758937836,6
FIN,2007,0.00605695187335161,104391524564.353,1.84105062484741,5
FIN,2008,0.0060788935133552,120790369690.262,1.72069334983826,6
FIN,2009,0.0053347090062586,83913076895.4254,1.81466913223267,8
FIN,2010,0.00486203885367656,91093263440.0477,1.70054745674133,11
FIN,2011,0.00466269262629443,104052749869.538,1.71507775783539,15
FIN,2012,0.00435937721323028,98431689400.877,1.57526671886444,17
FIN,2013,0.00432822137183592,101116175088.623,1.69258451461792,18
FIN,2014,0.00426573650022784,100535500555.379,1.59527635574341,13
FIN,2015,0.0041521010595828,86192593090.6805,1.54643321037292,20
FIN,2016,0.00418519863229138,85146142694.1056,1.59501791000366,19
FIN,2017,0.00441817336030431,98410915109.4431,1.69211602210999,14
FIN,2018,0.00451143153306743,109447096369.533,1.54583513736725,19
FRA,1994,0.0610827552701909,311856859283.104,1.69558811187744,12
FRA,1995,0.061741622583602,372171960467.07,1.85002911090851,10
FRA,1996,0.0578913567017229,373637938540.883,1.56354475021362,12
FRA,1997,0.0543984740812749,364693296980.195,1.66415154933929,11
FRA,1998,0.0580986837912841,387177190132.707,1.65369629859924,11
FRA,1999,0.0574052504687699,399018751508.05,1.64434719085693,13
FRA,2000,0.0497752522575888,391040818394.456,1.6395583152771,11
FRA,2001,0.0511103409729612,389236337539.184,1.6230012178421,17
FRA,2002,0.0518127653820075,417523637953.39,1.64328908920288,18
FRA,2003,0.0520353439814045,484135225152.807,1.66681659221649,15
FRA,2004,0.0491800256353724,556393788411.199,1.57826435565948,18
FRA,2005,0.0456517688801908,587690751213.27,1.52750253677368,20
FRA,2006,0.0433340846886889,644281017172.212,1.49608206748962,23
FRA,2007,0.0427212752292464,736300889583.685,1.40781378746033,20
FRA,2008,0.0412133591407449,818928128260.702,1.4835684299469,22
FRA,2009,0.0418289648583516,657954752639.184,1.52542102336884,18
FRA,2010,0.0380879612358837,713601184846.781,1.5098135471344,17
FRA,2011,0.0368528711336144,822409472246.894,1.45864748954773,21
FRA,2012,0.0350983257149335,792495653915.473,1.41329205036163,24
FRA,2013,0.0352219201012522,822856673434.199,1.52393579483032,24
FRA,2014,0.0356718741249147,840719936804.634,1.44076240062714,23
FRA,2015,0.0361514514351695,750460381015.427,1.43566703796387,23
FRA,2016,0.0367800272828259,748274508921.458,1.46794557571411,22
FRA,2017,0.0357201363115241,795634533908.15,1.38521635532379,22
